0,1,2,3,4,5,6,7,8,9,HiringDecision
-1.829488016930252,-1.1904510357615523,-3.753341306490875,1.007928912373334,3.5213766627405203,-0.30492644170182903,-0.23104354134581223,-3.143880108808675,-1.3415875145504308,-1.0816939286169758,1
1.7260205525608832,-0.8993428345671078,0.14315692848051148,0.6411032120535396,4.592438072566116,1.1401320495719593,3.659575186707751,3.310487402837518,0.7719163202035682,0.2899167492792085,1
0.8370560028745694,2.892359962077808,2.9440734425609976,-4.376813158545119,-1.7943071902283836,3.250741363550361,-1.810869185448768,-1.9422955485216362,0.4231851529931849,1.0334212348762204,0
-3.4711143661665833,2.4715568851073124,2.8760399233829568,0.4035609336786156,1.2901086856880526,-1.31001410805314,-1.8594659345453701,0.4923877762975245,-0.6268343287094837,-1.3025264747140672,0
-4.124790021057192,-3.65818297435261,-4.239462360753443,2.816235717114939,-0.7562418033072942,-0.1124307589599893,3.096784941174467,-1.0544698288598389,2.016556674733053,-4.446065726659348,0
0.5602410198722569,1.9169636459916812,-4.2476621221879105,1.6819349147280032,1.9381214628170182,-0.4447995142284957,-0.9779882610161846,-1.6504257458622023,-1.2135040350308124,2.3479352234430872,0
4.126692475916074,-1.2675709082449882,0.3410629676890711,-2.6770167890996865,-0.17487487540367733,1.235249654528093,-0.9146259320516876,-3.486494695176361,-2.476752960248576,0.8520331555501072,0
1.6222691334668353,2.0042135111205037,5.107211102996288,6.29058632397711,0.33814939604214667,-0.7950684883797412,-2.850501070288108,-0.31711893774853456,2.5124374700479546,-0.059079062138413185,1
-4.5023502773550135,-0.06191780077708953,-3.6309203776327776,-0.8204611332900994,0.620523662908544,-5.955051875047274,2.188842864974061,7.683037733494503,0.6402157380107897,-5.7433411452171015,0
0.4839409250868516,-1.6892884415923748,7.721091724734645,0.8321143315521916,-1.7719796438546584,-0.12215928464747305,-2.347208353706839,-2.6067504285277585,0.5621896553624302,-0.5541935471431617,0
-2.023306629590395,-3.687827790141214,-1.1600615577854565,1.5831406035969589,0.05141616442103114,1.3812461721090672,-1.8781470415990595,-0.4666505407479449,8.61243643868222,-0.5569967467981789,0
-2.400517739749106,4.992199056463801,3.688211473940858,-1.302521942569967,-0.4516377049622272,0.945120461565011,-2.6758732548155524,0.06033634624703818,-4.618633448889458,-1.9636904420798866,0
2.1754893318512822,2.613935657568065,2.7521169179700538,0.6753334295153854,-3.8177611808291907,2.851638155626004,-1.3086452144671068,-0.9534096461160588,-2.5266297284558603,0.5825917347757734,0
-0.44121734150664205,-0.1848910781695529,-1.7544687134495196,2.196584544130796,-6.262726828075303,1.9016379528150347,0.7217337055234597,-0.6505206149353403,-0.48429023189199427,5.509979382759419,0
-3.7132140293313416,-0.38715301451478,4.241075614124745,-3.600083853475145,-2.141808804114622,2.139870561633365,0.36485809839758043,3.3710783577752004,5.126392314131125,-1.4050745556318485,0
3.2907488332229056,-0.26196963858936334,1.8550097151729612,-1.7282281976660268,1.7063694134320375,4.079899701238261,2.427898383163721,1.6765135369618849,1.3518099933039955,0.896801034083397,0
-5.780879364217716,1.3198137697985137,0.8706595878923422,-4.748304690433111,2.8506938934115693,-2.6725159315096323,-3.5509964262382727,-2.494434360221004,-2.6760251390732783,-4.326759055524972,0
-2.1397842658380366,-0.4195462344559152,2.352195213144894,-5.151075874111736,0.4707768864101308,0.001141241129797077,0.21796292713037127,2.7287315985411285,-0.20814132444671116,3.402719834611963,1
-1.966176464224191,1.5168391884909909,5.028804565953172,-1.4402761295875888,-0.4091723760688618,-0.5388328273348959,-2.918465678306761,-1.8540548497718023,3.6338030712684826,-1.1440445683071987,0
